,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_IS_NO,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
358,1,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,True,False,False,True,False,False,False,True,False,False
5090,1,1,1,0,7,1,1,1,1,0,0,0,1,1,94.7,673.1,1,False,True,False,True,False,False,False,True,False,False
6087,1,0,0,1,26,0,0,0,1,0,0,1,0,1,39.95,1023.75,0,True,False,False,False,True,False,True,False,False,False
2295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,25.15,25.15,1,True,False,False,True,False,False,False,False,True,False
2821,1,1,1,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,1,False,True,False,True,False,False,False,False,True,False
5276,1,0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,0,True,False,False,False,True,False,False,False,False,True
1995,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,False,True,False,True,False,False,False,False,True,False
5409,0,1,0,0,26,1,1,0,1,0,0,1,0,1,89.15,2277.65,1,False,True,False,True,False,False,False,False,True,False
3245,0,0,1,1,23,1,0,0,1,1,1,0,0,0,83.8,1900.25,1,False,True,False,True,False,False,False,False,True,False
2610,0,0,0,1,39,0,0,0,0,1,0,0,0,0,30.1,1131.3,1,True,False,False,True,False,False,False,True,False,False
5546,1,0,0,0,4,0,0,1,1,0,1,0,0,0,42.4,146.4,0,True,False,False,True,False,False,False,False,False,True
5624,1,1,1,0,62,1,1,0,1,0,0,0,1,1,89.8,5629.55,0,False,True,False,True,False,False,True,False,False,False
1976,1,1,0,0,1,1,1,0,0,0,0,1,1,1,93.55,93.55,1,False,True,False,True,False,False,False,False,True,False
1719,1,0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,0,False,True,False,True,False,False,False,False,True,False
258,0,0,1,0,2,1,0,0,0,0,0,0,0,1,44.6,80.55,1,True,False,False,True,False,False,False,True,False,False
2798,1,0,0,0,10,1,0,0,0,1,0,1,1,1,94.9,1048.85,1,False,True,False,True,False,False,False,False,True,False
3233,1,1,1,0,4,0,0,0,0,1,0,0,0,1,29.9,118.25,0,True,False,False,True,False,False,False,False,True,False
4101,1,0,0,0,6,1,0,1,0,0,0,0,1,1,59.15,336.7,0,True,False,False,True,False,False,True,False,False,False
139,0,1,1,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,False,True,False,True,False,False,False,False,False,True
1169,1,1,0,0,70,0,0,0,1,1,0,1,0,1,44.05,3011.65,0,True,False,False,False,True,False,False,True,False,False
5684,0,1,1,0,58,1,0,1,1,0,1,1,1,1,105.5,6205.5,1,False,True,False,False,True,False,False,True,False,False
2484,1,0,1,1,12,1,0,0,0,0,0,0,0,0,20.5,255.5,0,False,False,True,True,False,False,False,False,False,True
573,1,0,1,0,56,1,1,0,1,0,0,1,1,0,100.3,5614.45,1,False,True,False,False,True,False,False,True,False,False
6346,1,1,1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,1,True,False,False,True,False,False,False,True,False,False
2116,1,0,0,0,1,1,1,0,0,1,0,0,0,0,54.35,54.35,1,True,False,False,True,False,False,False,False,True,False
6387,0,0,1,0,35,1,0,0,1,0,1,0,0,0,56.85,1861.1,0,True,False,False,True,False,False,False,False,True,False
7010,0,1,1,0,1,1,1,0,0,0,0,0,0,1,74.45,74.45,1,False,True,False,True,False,False,False,False,True,False
2353,1,0,0,0,3,1,0,0,0,0,0,0,1,1,80.35,253.8,0,False,True,False,True,False,False,False,False,True,False
5073,0,0,0,1,22,0,0,0,0,1,0,1,1,1,49.45,1031.4,0,True,False,False,False,True,False,False,True,False,False
2725,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24.5,46.4,0,True,False,False,True,False,False,False,False,True,False
6566,1,0,1,1,70,1,1,1,1,1,1,1,1,1,116.55,8152.3,0,False,True,False,False,False,True,False,True,False,False
2970,1,1,0,0,5,1,0,0,0,0,0,0,0,1,70.25,331.9,1,False,True,False,True,False,False,False,False,False,True
2202,1,1,1,0,7,1,0,0,0,0,0,0,0,1,70.1,467.55,1,False,True,False,True,False,False,False,False,False,True
2348,1,0,1,1,61,0,0,1,0,1,0,0,0,0,33.6,2117.2,0,True,False,False,True,False,False,True,False,False,False
4839,1,1,0,0,7,1,1,0,0,0,0,0,0,0,73.75,545.15,1,False,True,False,True,False,False,False,False,False,True
327,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,1,False,True,False,True,False,False,False,False,True,False
1572,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,True,False,False,True,False,False,False,False,True,False
1211,0,0,1,1,11,1,1,0,0,0,1,0,1,1,66.35,740.8,1,True,False,False,True,False,False,False,False,True,False
438,1,0,1,0,35,1,1,0,0,0,1,0,1,1,89.85,3161.2,0,False,True,False,True,False,False,True,False,False,False
3223,1,0,1,0,3,0,0,0,1,0,0,0,0,0,29.8,94.4,0,True,False,False,True,False,False,False,True,False,False
340,0,1,0,0,32,1,0,0,1,0,1,0,0,0,54.65,1830.1,0,True,False,False,True,False,False,True,False,False,False
1581,1,0,0,0,21,0,0,0,1,0,1,0,0,1,36.0,780.15,0,True,False,False,True,False,False,False,False,False,True
3312,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,0,False,False,True,True,False,False,False,False,False,True
6346,1,1,1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,1,True,False,False,True,False,False,False,True,False,False
4079,0,0,1,0,10,1,1,1,0,0,0,0,0,1,78.15,765.15,0,False,True,False,True,False,False,False,True,False,False
2802,1,1,1,0,32,1,1,0,0,1,1,1,1,1,104.9,3351.55,1,False,True,False,True,False,False,False,False,True,False
1889,1,0,0,0,14,0,0,0,1,0,0,0,0,1,31.1,419.7,0,True,False,False,True,False,False,False,False,False,True
5880,1,0,0,0,3,0,0,0,1,0,0,0,0,1,29.6,79.45,1,True,False,False,True,False,False,False,False,True,False
2574,1,1,0,0,39,1,1,0,0,0,0,1,1,1,95.65,3759.05,1,False,True,False,True,False,False,True,False,False,False
6895,1,0,1,1,54,0,0,0,0,1,1,0,1,0,46.0,2424.05,0,True,False,False,False,False,True,False,True,False,False
2927,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,0,False,True,False,True,False,False,False,False,True,False
6227,1,0,0,0,2,1,0,0,0,0,0,0,0,0,46.05,80.35,1,True,False,False,True,False,False,True,False,False,False
4893,1,0,0,0,2,1,0,0,0,0,0,0,0,0,44.65,74.9,1,True,False,False,True,False,False,False,False,False,True
410,1,1,0,0,3,1,1,0,1,0,0,0,0,1,81.35,233.7,1,False,True,False,True,False,False,False,False,True,False
6773,1,1,1,0,37,1,1,0,0,0,0,1,1,1,92.5,3473.4,1,False,True,False,True,False,False,False,False,True,False
290,1,1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,1,False,True,False,True,False,False,False,False,True,False
5829,1,0,1,1,31,0,0,1,0,1,1,1,1,0,59.95,1848.8,0,True,False,False,False,True,False,False,False,True,False
2315,1,0,1,1,35,1,1,0,0,0,1,1,1,1,73.45,2661.1,0,True,False,False,False,True,False,True,False,False,False
4851,0,1,0,0,3,1,0,0,0,0,0,0,0,1,70.4,204.7,1,False,True,False,True,False,False,False,False,True,False
2389,1,0,1,1,71,1,1,1,0,1,1,1,1,0,85.45,6300.85,0,True,False,False,False,True,False,False,False,True,False
1225,0,0,1,0,16,0,0,0,0,0,1,1,1,1,49.95,810.2,1,True,False,False,True,False,False,False,False,True,False
5824,1,0,1,1,66,1,1,0,1,1,0,1,1,0,79.85,5234.95,0,True,False,False,False,False,True,True,False,False,False
1847,0,0,1,1,55,1,0,0,0,0,0,0,0,0,19.4,1083.0,0,False,False,True,False,False,True,False,True,False,False
6972,0,1,0,0,56,1,1,0,1,1,1,1,1,1,111.95,6418.9,1,False,True,False,False,True,False,False,False,True,False
7032,1,1,0,0,1,1,1,0,0,0,0,0,0,1,75.75,75.75,1,False,True,False,True,False,False,False,False,True,False
638,1,1,1,1,56,1,1,1,0,1,0,1,1,1,104.55,5794.65,1,False,True,False,False,True,False,True,False,False,False
926,0,1,0,0,3,1,1,0,1,0,0,0,0,1,79.4,205.05,1,False,True,False,True,False,False,False,False,True,False
4502,1,0,0,0,55,1,1,0,0,0,0,1,1,1,96.8,5283.95,1,False,True,False,True,False,False,False,False,True,False
3498,1,0,0,0,43,1,0,1,0,0,0,0,0,1,75.2,3198.6,1,False,True,False,True,False,False,False,False,True,False
4842,1,1,0,0,9,1,1,1,0,0,0,0,0,0,54.55,494.05,1,True,False,False,True,False,False,False,False,True,False
3733,0,0,0,1,25,0,0,1,0,0,1,0,0,0,35.05,844.45,0,True,False,False,False,False,True,True,False,False,False
5934,0,1,1,0,26,1,1,0,1,1,0,0,1,1,93.85,2381.55,1,False,True,False,True,False,False,False,False,True,False
2862,1,0,1,0,7,1,0,0,0,0,0,0,0,1,69.35,451.1,1,False,True,False,True,False,False,False,False,True,False
1716,1,0,0,0,8,1,0,0,0,0,0,0,1,1,54.75,438.05,0,True,False,False,True,False,False,False,True,False,False
4476,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,1,False,False,True,True,False,False,False,False,False,True
3877,0,0,1,1,21,0,0,1,0,1,0,1,1,1,55.95,1157.05,1,True,False,False,False,True,False,False,False,True,False
3286,1,1,0,0,35,1,1,0,0,0,0,1,1,1,95.45,3474.05,1,False,True,False,True,False,False,False,False,True,False
354,0,1,0,0,21,0,0,1,0,0,0,1,0,1,41.9,840.1,1,True,False,False,True,False,False,False,False,True,False
1187,0,1,0,0,71,1,1,0,0,1,0,1,1,0,104.05,7413.55,0,False,True,False,False,False,True,True,False,False,False
4044,0,0,1,0,70,1,1,0,1,1,1,1,1,1,84.8,5917.55,0,True,False,False,False,False,True,True,False,False,False
4738,1,0,0,0,5,1,1,0,1,1,0,1,1,0,104.1,541.9,1,False,True,False,True,False,False,False,False,False,True
4703,1,1,1,0,24,1,1,1,0,0,0,0,0,1,78.85,1772.25,1,False,True,False,True,False,False,False,False,True,False
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,True,False,False,True,False,False,False,False,True,False
742,1,0,0,0,10,1,1,1,0,0,0,1,1,0,98.55,1008.55,1,False,True,False,True,False,False,False,False,True,False
39,0,0,0,0,11,1,1,0,0,1,0,1,1,1,97.85,1105.4,1,False,True,False,True,False,False,True,False,False,False
5938,1,1,1,1,34,1,1,0,1,1,1,1,1,1,108.9,3625.2,0,False,True,False,True,False,False,False,False,True,False
4143,1,0,0,0,25,1,1,0,0,0,0,0,1,1,84.8,2043.45,1,False,True,False,True,False,False,False,False,True,False
5868,0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.0,44.0,0,True,False,False,True,False,False,False,False,False,True
498,0,1,0,0,5,0,0,0,1,0,0,0,0,0,28.45,131.05,1,True,False,False,True,False,False,False,False,True,False
2673,1,0,0,0,22,1,1,1,0,0,0,1,1,1,101.35,2317.1,1,False,True,False,True,False,False,True,False,False,False
4563,0,0,0,0,10,1,1,0,1,0,0,0,0,1,80.05,830.7,1,False,True,False,True,False,False,True,False,False,False
20,1,1,0,0,1,0,0,0,0,1,0,0,1,1,39.65,39.65,1,True,False,False,True,False,False,False,False,True,False
5597,1,1,0,0,22,1,1,0,0,0,1,1,0,1,90.5,1910.6,1,False,True,False,True,False,False,True,False,False,False
3617,0,1,1,0,18,0,0,0,0,1,0,1,1,1,48.35,810.7,1,True,False,False,True,False,False,False,False,True,False
2544,0,0,1,0,12,1,1,1,0,1,0,1,1,0,78.85,876.75,0,True,False,False,False,True,False,False,False,True,False
5380,1,0,0,0,2,1,0,0,0,0,0,1,0,1,80.25,144.55,1,False,True,False,True,False,False,False,False,True,False
1644,0,0,0,0,34,1,1,1,1,1,0,1,1,1,109.8,3587.25,1,False,True,False,True,False,False,False,False,False,True
1771,1,1,0,0,13,1,0,0,0,0,0,1,1,1,90.5,1201.15,1,False,True,False,True,False,False,False,False,True,False
5622,1,0,0,0,23,1,1,0,0,1,1,1,1,1,104.05,2470.1,1,False,True,False,True,False,False,False,False,False,True
6598,0,0,0,0,57,1,0,1,1,1,1,1,0,1,74.3,4166.35,0,True,False,False,False,False,True,False,True,False,False
5900,1,0,1,1,37,0,0,1,1,1,0,0,0,0,40.2,1448.8,1,True,False,False,True,False,False,True,False,False,False
4063,0,0,0,0,10,1,1,0,1,1,0,0,1,1,94.85,953.45,1,False,True,False,True,False,False,False,False,True,False
1265,1,1,0,1,56,1,0,1,0,0,0,1,1,0,94.8,5264.3,0,False,True,False,False,True,False,False,True,False,False
826,1,1,1,0,7,1,1,0,0,0,0,1,1,1,95.6,644.35,1,False,True,False,True,False,False,True,False,False,False
3512,1,1,0,0,51,1,1,0,0,0,0,0,0,0,25.0,1260.7,0,False,False,True,False,True,False,True,False,False,False
6787,1,0,1,1,35,1,1,0,1,1,1,1,1,1,109.95,3782.4,0,False,True,False,True,False,False,False,False,True,False
3784,1,1,0,0,35,1,1,0,0,1,0,1,1,1,101.4,3496.3,1,False,True,False,True,False,False,False,False,True,False
6256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.05,35.05,1,True,False,False,True,False,False,False,False,False,True
4839,1,1,0,0,7,1,1,0,0,0,0,0,0,0,73.75,545.15,1,False,True,False,True,False,False,False,False,False,True
6681,1,1,0,0,3,1,1,0,0,1,0,1,0,0,91.05,289.1,1,False,True,False,True,False,False,False,False,True,False
5231,1,1,1,0,16,1,1,0,0,1,0,1,1,1,98.75,1587.55,1,False,True,False,True,False,False,False,False,True,False
6806,0,0,1,0,40,1,0,0,0,0,0,0,0,0,19.1,780.1,0,False,False,True,False,False,True,False,False,False,True
2030,1,0,0,1,2,1,1,1,1,0,0,0,0,0,60.95,134.6,0,True,False,False,True,False,False,True,False,False,False
2483,1,1,1,1,46,1,1,1,1,1,0,1,0,1,100.7,4541.2,1,False,True,False,True,False,False,False,False,True,False
646,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.7,45.7,1,True,False,False,True,False,False,False,False,False,True
6813,0,0,1,0,64,0,0,1,0,1,1,0,1,0,47.85,3147.5,1,True,False,False,False,False,True,False,False,True,False
7029,0,1,0,0,6,0,0,0,0,0,0,1,1,1,44.4,263.05,0,True,False,False,True,False,False,False,False,True,False
5061,0,1,1,1,55,1,1,1,0,1,1,1,0,0,76.25,4154.55,0,True,False,False,False,True,False,False,False,True,False
674,1,1,0,0,52,0,0,0,1,0,0,1,1,1,49.15,2550.9,1,True,False,False,True,False,False,False,False,True,False
1410,0,1,0,0,2,1,1,0,0,0,0,1,1,1,93.85,170.85,1,False,True,False,True,False,False,False,False,True,False
1752,1,0,1,0,27,1,0,1,0,0,0,0,0,0,48.7,1421.75,0,True,False,False,False,True,False,False,True,False,False
4223,1,0,0,0,3,1,0,0,0,0,0,0,0,1,70.3,220.4,0,False,True,False,True,False,False,False,False,False,True
4558,0,1,0,0,27,1,1,0,0,0,0,0,1,1,85.25,2287.25,1,False,True,False,True,False,False,False,False,True,False
5842,0,0,0,0,13,1,1,1,0,1,0,1,1,1,78.75,995.35,0,True,False,False,True,False,False,False,False,True,False
109,1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,False,False,True,False,False,True,False,True,False,False
6445,1,0,0,0,4,1,1,1,0,0,0,1,0,0,90.65,367.95,0,False,True,False,True,False,False,False,False,True,False
2238,0,0,0,0,1,1,0,0,0,0,1,1,1,1,95.85,95.85,0,False,True,False,True,False,False,False,False,True,False
969,0,0,0,0,2,1,1,0,0,0,0,1,1,1,96.0,174.8,1,False,True,False,True,False,False,False,False,True,False
2809,1,1,0,0,37,0,0,0,1,1,0,0,0,0,36.65,1315.0,0,True,False,False,True,False,False,False,False,True,False
4223,1,0,0,0,3,1,0,0,0,0,0,0,0,1,70.3,220.4,0,False,True,False,True,False,False,False,False,False,True
4792,0,1,1,0,65,1,1,0,1,1,0,1,1,1,106.25,6979.8,1,False,True,False,False,True,False,False,False,True,False
6165,1,1,0,0,4,1,0,0,0,0,0,0,0,1,70.65,293.85,0,False,True,False,True,False,False,False,False,True,False
6966,1,0,0,1,50,0,0,1,1,0,0,1,0,1,43.05,2208.05,0,True,False,False,False,True,False,True,False,False,False
2928,1,0,1,1,68,1,0,1,1,0,1,0,1,0,95.1,6683.4,0,False,True,False,False,False,True,True,False,False,False
4287,0,1,1,0,66,1,1,0,0,1,1,1,1,1,105.95,6975.25,1,False,True,False,False,True,False,False,True,False,False
5728,0,0,0,0,13,1,1,0,1,1,1,0,0,0,89.4,1132.35,1,False,True,False,True,False,False,False,False,True,False
3295,0,0,1,1,72,1,1,1,1,1,1,1,0,0,80.2,5714.2,0,True,False,False,False,False,True,True,False,False,False
3473,1,0,1,0,42,1,1,0,0,1,1,1,1,1,106.15,4512.7,1,False,True,False,True,False,False,True,False,False,False
431,0,0,1,1,72,0,0,1,1,1,1,1,1,1,65.2,4784.45,0,True,False,False,False,False,True,False,True,False,False
2632,0,0,0,0,55,1,0,0,1,1,0,0,1,1,64.75,3617.1,0,True,False,False,False,False,True,False,False,False,True
2067,1,1,1,0,65,1,1,0,1,1,0,1,1,1,103.15,6792.45,0,False,True,False,False,True,False,True,False,False,False
5284,0,1,0,0,5,0,0,0,0,0,0,1,1,0,45.7,198.0,1,True,False,False,True,False,False,False,False,True,False
4910,0,0,0,0,30,1,0,1,1,1,1,1,1,0,85.35,2530.4,1,True,False,False,False,True,False,True,False,False,False
4872,0,0,1,0,72,1,1,1,0,1,1,1,1,1,84.9,6065.3,0,True,False,False,False,False,True,True,False,False,False
168,1,1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,True,False,False,True,False,False,False,False,True,False
5668,0,1,1,0,39,1,1,0,0,0,1,1,1,1,101.25,3949.15,0,False,True,False,True,False,False,False,False,True,False
2203,1,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,0,False,True,False,False,True,False,False,True,False,False
3208,1,0,1,0,48,1,1,0,1,1,0,0,1,1,70.55,3420.5,0,True,False,False,False,True,False,False,True,False,False
1142,1,1,1,1,11,1,1,0,0,0,0,0,0,1,75.2,775.3,0,False,True,False,True,False,False,False,True,False,False
2619,0,1,0,0,33,1,1,0,1,1,1,1,1,1,110.45,3655.45,1,False,True,False,True,False,False,False,False,True,False
338,0,0,0,0,36,1,0,0,1,0,0,1,1,1,94.8,3565.65,0,False,True,False,True,False,False,False,True,False,False
884,0,0,1,1,49,0,0,1,0,0,1,0,0,1,35.8,1782.0,0,True,False,False,False,True,False,False,True,False,False
6537,1,0,1,0,70,1,1,1,1,1,1,1,1,0,115.65,7968.85,1,False,True,False,False,True,False,False,True,False,False
2507,1,0,1,0,71,1,1,0,0,0,0,0,0,1,24.5,1816.2,0,False,False,True,False,False,True,False,False,True,False
5746,0,0,0,0,10,1,1,0,1,0,0,0,0,1,81.0,818.05,1,False,True,False,True,False,False,False,True,False,False
3425,0,0,1,1,28,1,0,0,0,0,0,0,0,1,70.4,1992.2,0,False,True,False,False,True,False,True,False,False,False
3725,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.8,70.8,1,False,True,False,True,False,False,False,False,False,True
6035,1,1,1,0,66,1,1,0,1,1,1,1,1,1,110.85,7491.75,1,False,True,False,False,True,False,False,False,True,False
3145,0,0,0,0,4,1,0,0,1,0,0,0,0,1,76.65,333.6,1,False,True,False,True,False,False,True,False,False,False
163,1,0,0,0,53,1,1,0,1,1,1,0,1,1,73.9,3958.25,0,True,False,False,False,False,True,True,False,False,False
6850,1,0,0,1,66,1,1,1,1,0,1,0,0,0,65.7,4378.9,0,True,False,False,False,False,True,True,False,False,False
1693,1,0,1,0,72,1,1,1,1,1,1,1,1,0,114.45,8375.05,0,False,True,False,False,False,True,False,True,False,False
4368,0,1,0,0,9,1,0,0,0,0,0,1,0,1,80.85,751.65,1,False,True,False,True,False,False,False,False,True,False
2841,1,0,0,0,3,0,0,0,0,0,0,0,0,0,25.1,79.8,0,True,False,False,True,False,False,False,False,True,False
3542,1,0,1,1,29,0,0,1,1,1,1,0,1,1,55.35,1636.95,0,True,False,False,False,True,False,False,True,False,False
3906,0,0,1,0,1,1,0,0,0,0,0,1,0,0,78.8,78.8,1,False,True,False,True,False,False,False,False,True,False
1644,0,0,0,0,34,1,1,1,1,1,0,1,1,1,109.8,3587.25,1,False,True,False,True,False,False,False,False,False,True
2401,1,1,0,1,11,1,0,0,1,0,1,0,0,1,54.55,601.25,0,True,False,False,True,False,False,False,False,True,False
3422,0,0,0,0,70,0,0,1,0,1,1,1,1,1,58.35,4214.25,0,True,False,False,False,False,True,True,False,False,False
5759,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,1,False,True,False,True,False,False,False,False,False,True
4883,1,1,0,0,8,0,0,0,0,1,0,0,0,1,29.4,221.9,1,True,False,False,True,False,False,False,False,True,False
5682,0,0,1,0,1,0,0,0,0,0,0,0,1,0,35.0,35.0,0,True,False,False,True,False,False,False,False,True,False
6522,0,0,1,0,43,0,0,1,0,0,1,0,0,0,34.0,1505.35,0,True,False,False,True,False,False,True,False,False,False
2116,1,0,0,0,1,1,1,0,0,1,0,0,0,0,54.35,54.35,1,True,False,False,True,False,False,False,False,True,False
6691,0,0,0,0,39,0,0,1,1,0,1,0,0,0,41.15,1700.9,0,True,False,False,False,True,False,True,False,False,False
2655,0,0,0,1,4,1,1,0,1,0,0,1,0,0,89.6,365.65,1,False,True,False,True,False,False,False,False,False,True
6456,0,0,0,1,50,1,0,0,0,0,0,0,0,0,70.35,3533.6,0,False,True,False,False,False,True,False,True,False,False
3766,0,1,0,0,1,1,0,1,0,1,0,0,0,1,55.8,55.8,1,True,False,False,True,False,False,False,False,True,False
6244,1,1,1,0,54,1,1,0,0,1,0,1,1,1,99.05,5295.7,0,False,True,False,True,False,False,False,True,False,False
1376,1,0,0,0,5,1,0,0,0,1,0,1,1,1,70.0,347.4,1,True,False,False,False,True,False,False,False,False,True
1655,0,0,1,1,3,1,0,0,0,0,0,0,0,0,44.3,134.5,1,True,False,False,True,False,False,False,False,False,True
3653,1,0,1,0,38,0,0,1,1,0,1,1,1,1,60.0,2193.2,0,True,False,False,False,False,True,True,False,False,False
2337,0,1,0,0,56,1,1,0,1,1,0,1,1,1,104.75,5510.65,1,False,True,False,False,True,False,True,False,False,False
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,True,False,False,True,False,False,True,False,False,False
3061,1,1,0,0,23,1,1,0,1,1,0,1,1,1,106.4,2483.5,1,False,True,False,True,False,False,False,False,True,False
2962,0,0,1,1,3,0,0,0,0,0,1,0,0,1,31.0,95.05,1,True,False,False,True,False,False,False,False,False,True
755,1,1,0,0,20,1,1,0,0,1,0,1,1,1,98.55,1842.8,1,False,True,False,True,False,False,False,False,True,False
3233,1,1,1,0,4,0,0,0,0,1,0,0,0,1,29.9,118.25,0,True,False,False,True,False,False,False,False,True,False
5711,0,1,1,0,20,1,1,0,0,1,0,1,0,0,90.8,1951.0,1,False,True,False,True,False,False,False,False,True,False
3291,0,0,1,1,24,1,0,1,0,0,1,0,0,0,55.15,1319.85,0,True,False,False,True,False,False,False,False,True,False
1897,1,1,1,0,30,1,0,0,1,0,0,0,0,1,50.4,1527.5,1,True,False,False,True,False,False,True,False,False,False
4342,0,1,0,0,52,1,1,1,0,1,0,0,0,0,59.85,3103.25,0,True,False,False,False,False,True,True,False,False,False
358,1,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,True,False,False,True,False,False,False,True,False,False
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,True,False,False,True,False,False,False,False,True,False
3671,0,0,0,0,1,1,1,0,0,0,0,0,0,1,75.1,75.1,1,False,True,False,True,False,False,False,False,True,False
3374,0,1,0,0,2,1,0,1,1,0,0,0,0,0,54.85,104.2,1,True,False,False,True,False,False,False,False,False,True
5583,0,1,1,0,26,1,0,0,1,0,0,0,1,0,84.95,2169.75,1,False,True,False,True,False,False,False,False,True,False
3469,0,1,0,0,15,1,0,0,0,0,0,1,1,1,91.5,1400.3,0,False,True,False,True,False,False,False,False,True,False
6838,1,0,0,0,13,1,1,0,0,0,1,1,1,1,99.0,1301.7,1,False,True,False,True,False,False,False,False,False,True
6091,1,1,1,0,2,1,1,0,0,0,0,1,0,1,86.85,156.35,1,False,True,False,True,False,False,False,False,False,True
736,0,0,0,0,30,1,1,0,1,1,1,1,1,0,110.45,3327.05,0,False,True,False,False,True,False,False,True,False,False
6688,0,0,1,1,12,1,0,0,0,0,0,0,0,0,20.3,224.5,0,False,False,True,False,False,True,True,False,False,False
1894,0,0,1,0,46,0,0,0,0,0,0,1,1,1,43.95,2007.85,0,True,False,False,True,False,False,False,False,True,False
3533,0,0,0,0,10,1,0,0,0,0,0,0,0,1,19.8,198.25,0,False,False,True,False,True,False,False,False,False,True
3880,1,0,1,1,26,1,1,0,0,1,1,1,1,1,82.0,2083.1,0,True,False,False,False,True,False,False,True,False,False
3028,1,0,0,0,5,0,0,1,1,1,1,0,0,1,43.25,219.0,1,True,False,False,True,False,False,False,False,False,True
702,1,0,0,0,29,1,1,0,0,0,0,0,1,1,84.9,2516.2,0,False,True,False,True,False,False,False,False,True,False
5565,0,0,1,0,18,0,0,0,0,1,0,1,0,1,39.05,669.85,1,True,False,False,True,False,False,False,False,True,False
358,1,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,True,False,False,True,False,False,False,True,False,False
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,True,False,False,True,False,False,False,False,True,False
4349,1,1,1,0,1,1,1,1,0,0,0,0,0,1,80.3,80.3,1,False,True,False,True,False,False,False,False,True,False
1701,0,0,1,1,66,1,1,0,1,1,0,1,1,1,102.45,6615.15,1,False,True,False,False,True,False,False,True,False,False
6886,0,1,0,0,8,1,1,0,0,1,0,1,1,0,101.35,780.5,1,False,True,False,True,False,False,False,False,True,False
121,0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,False,False,True,True,False,False,False,False,False,True
4381,0,1,0,0,49,1,1,0,0,1,0,0,1,1,90.85,4515.85,1,False,True,False,True,False,False,False,True,False,False
1049,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,1,False,False,True,True,False,False,False,False,False,True
5838,1,0,1,1,53,1,1,1,0,0,1,0,1,0,71.85,3827.9,0,True,False,False,True,False,False,False,False,True,False
6100,0,1,1,0,29,1,1,0,0,1,0,1,1,1,99.05,2952.85,1,False,True,False,True,False,False,True,False,False,False
5249,1,0,0,1,72,0,0,1,1,1,1,1,1,0,67.2,4671.7,0,True,False,False,False,False,True,False,True,False,False
191,1,0,1,0,6,1,0,0,1,1,0,0,1,1,91.0,531.0,1,False,True,False,True,False,False,False,False,True,False
2740,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1,True,False,False,True,False,False,False,False,False,True
3541,0,0,1,0,49,0,0,1,0,0,0,1,0,0,40.65,2070.75,0,True,False,False,True,False,False,True,False,False,False
521,1,1,1,0,29,1,1,0,0,0,0,0,0,1,51.6,1442.0,0,True,False,False,True,False,False,False,False,True,False
6625,0,1,0,0,12,1,1,0,1,0,0,1,0,1,91.3,1094.5,1,False,True,False,True,False,False,False,False,True,False
